calibration,variant,min_run,radius,window,quantile,held_out_recording,threshold,train_nonzero_notes,hard_count,hard_percentage_all_notes,hard_percentage_assigned_notes,gt_error_recall,assigned_gt_error_recall,gt_precision,assigned_gt_precision,error_enrichment,incremental_count_beyond_physical,incremental_errors_beyond_physical
training_fold,ni_w5_q975,,,5.0,0.975,2024-02-17_21-44-37,0.6,826.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-02-17_22-33-45,0.6,723.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-02-22_11-58-09,0.6,896.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-03-11_22-23-29,0.6,880.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-04-08_22-49-18,0.6,855.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-09-02_14-10-41,0.6,854.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-09-04_19-52-57,0.6,822.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w5_q975,,,5.0,0.975,2024-09-05_13-25-10,0.6,882.0,8627,0.016961548972614187,0.019860810869920552,0.012755102040816327,0.042735042735042736,0.15151515151515152,0.15151515151515152,0.6957328385899815,8627,5
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-15_20-07-54,0.5555555555555556,1094.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-15_21-40-43,0.6666666666666666,1126.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-15_21-57-38,0.6666666666666666,1069.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-17_21-44-37,0.6666666666666666,1095.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-17_22-33-45,0.6666666666666666,970.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-02-22_11-58-09,0.6666666666666666,1169.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-03-11_22-23-29,0.6666666666666666,1142.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-04-08_22-49-18,0.6666666666666666,1120.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-09-02_14-10-41,0.6666666666666666,1120.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-09-04_19-52-57,0.6666666666666666,1082.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q995,,,9.0,0.995,2024-09-05_13-25-10,0.6666666666666666,1153.0,1094,0.002150913941815222,0.002518572747385312,0.0,0.0,0.0,0.0,0.0,1094,0
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-15_20-07-54,0.5555555555555556,1094.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-15_21-40-43,0.5555555555555556,1126.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-15_21-57-38,0.5555555555555556,1069.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-17_21-44-37,0.5622222222222162,1095.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-17_22-33-45,0.5555555555555556,970.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-02-22_11-58-09,0.5555555555555556,1169.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-03-11_22-23-29,0.5555555555555556,1142.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-04-08_22-49-18,0.5555555555555556,1120.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-09-02_14-10-41,0.5555555555555556,1120.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-09-04_19-52-57,0.5766666666666728,1082.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q990,,,9.0,0.99,2024-09-05_13-25-10,0.5555555555555556,1153.0,5060,0.009948468506019216,0.01164897449887539,0.002551020408163265,0.008547008547008548,0.043478260869565216,0.043478260869565216,0.19964507542147295,5060,1
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-15_20-07-54,0.5555555555555556,1094.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-15_21-40-43,0.5555555555555556,1126.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-15_21-57-38,0.5555555555555556,1069.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-17_21-44-37,0.5555555555555556,1095.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-17_22-33-45,0.4444444444444444,970.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-02-22_11-58-09,0.5555555555555556,1169.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-03-11_22-23-29,0.5555555555555556,1142.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-04-08_22-49-18,0.5555555555555556,1120.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-09-02_14-10-41,0.5555555555555556,1120.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-09-04_19-52-57,0.5555555555555556,1082.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w9_q975,,,9.0,0.975,2024-09-05_13-25-10,0.5555555555555556,1153.0,5060,0.009948468506019216,0.01164897449887539,0.01020408163265306,0.03418803418803419,0.09302325581395349,0.09302325581395349,0.42714760322733747,5060,4
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-15_20-07-54,0.5341176470588193,1385.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-15_21-40-43,0.5332352941176502,1388.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-15_21-57-38,0.5379411764705871,1372.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-17_21-44-37,0.5332352941176502,1388.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-17_22-33-45,0.47058823529411764,1248.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-02-22_11-58-09,0.5294117647058824,1448.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-03-11_22-23-29,0.5294117647058824,1409.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-04-08_22-49-18,0.5317647058823508,1393.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-09-02_14-10-41,0.5323529411764679,1391.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-09-04_19-52-57,0.5379411764705871,1372.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q995,,,17.0,0.995,2024-09-05_13-25-10,0.5294117647058824,1426.0,1004,0.001973964897241758,0.002311377548788714,0.002551020408163265,0.008547008547008548,0.058823529411764705,0.058823529411764705,0.27010804321728693,1004,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-15_20-07-54,0.5294117647058824,1385.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-15_21-40-43,0.5294117647058824,1388.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-15_21-57-38,0.5294117647058824,1372.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-17_21-44-37,0.5294117647058824,1388.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-17_22-33-45,0.47058823529411764,1248.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-02-22_11-58-09,0.5294117647058824,1448.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-03-11_22-23-29,0.5294117647058824,1409.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-04-08_22-49-18,0.5294117647058824,1393.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-09-02_14-10-41,0.5294117647058824,1391.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-09-04_19-52-57,0.5294117647058824,1372.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q990,,,17.0,0.99,2024-09-05_13-25-10,0.5294117647058824,1426.0,2496,0.004907386836170744,0.005746213507745647,0.002551020408163265,0.008547008547008548,0.05263157894736842,0.05263157894736842,0.24167561761546724,2496,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-15_20-07-54,0.4352941176470508,1385.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-15_21-40-43,0.47058823529411764,1388.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-15_21-57-38,0.47058823529411764,1372.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-17_21-44-37,0.47058823529411764,1388.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-17_22-33-45,0.4117647058823529,1248.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-02-22_11-58-09,0.47058823529411764,1448.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-03-11_22-23-29,0.47058823529411764,1409.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-04-08_22-49-18,0.47058823529411764,1393.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-09-02_14-10-41,0.47058823529411764,1391.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-09-04_19-52-57,0.47058823529411764,1372.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
training_fold,ni_w17_q975,,,17.0,0.975,2024-09-05_13-25-10,0.47058823529411764,1426.0,6006,0.011808399574535854,0.013826826253012963,0.002551020408163265,0.008547008547008548,0.03333333333333333,0.03333333333333333,0.15306122448979592,6006,1
