strategy,set_id,hard_count,hard_percentage_all_notes,gt_error_recall,gt_precision,pig_status,recommendable,pareto_status
blacklist,bl_step_crossing__ni_k5_r2,4461,0.008770774309358048,0.007653061224489796,0.42857142857142855,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995,4745,0.009329146850012092,0.00510204081632653,0.25,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k5_r1,5323,0.010465552936272784,0.00510204081632653,0.25,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k5_r4,5543,0.010898095045230143,0.007653061224489796,0.42857142857142855,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k5_r2,5887,0.011574433615599828,0.00510204081632653,0.25,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990,6351,0.0124867042454008,0.01020408163265306,0.23529411764705882,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k5_r1,6928,0.013621144231166232,0.01020408163265306,0.23529411764705882,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k5_r4,6972,0.013707652652957703,0.00510204081632653,0.25,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k5_r2,7492,0.014730024910493276,0.01020408163265306,0.23529411764705882,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing,8335,0.016387447627998056,0.017857142857142856,0.35,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k5_r4,8572,0.016853413445374846,0.01020408163265306,0.23529411764705882,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k3_r1,8661,0.01702839638945305,0.01020408163265306,0.18181818181818182,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k5_r1,8877,0.017453074096429363,0.017857142857142856,0.35,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k5_r2,9425,0.018530497167832238,0.017857142857142856,0.35,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k3_r1,10101,0.01985958110262848,0.01020408163265306,0.16,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k5_r4,10475,0.020594902687855986,0.017857142857142856,0.35,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k3_r1,11690,0.022983714789597754,0.015306122448979591,0.18181818181818182,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k3_r1,13482,0.026506966877104958,0.02040816326530612,0.22857142857142856,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k3_r2,13680,0.026896254775166578,0.015306122448979591,0.16216216216216217,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975,14655,0.028813202758045775,0.015306122448979591,0.14285714285714285,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k3_r2,15115,0.029717608985865705,0.017857142857142856,0.17073170731707318,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k5_r1,15225,0.029933880040344384,0.015306122448979591,0.14285714285714285,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k5_r2,15774,0.031013269212242515,0.015306122448979591,0.14285714285714285,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k3_r2,16685,0.03280438676342502,0.02295918367346939,0.1836734693877551,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k5_r4,16831,0.03309143743573309,0.015306122448979591,0.14285714285714285,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k3_r2,18383,0.03614282540437772,0.025510204081632654,0.2,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k3_r1,19925,0.03917455236806974,0.02040816326530612,0.13793103448275862,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k3_r4,22944,0.04511020976326184,0.025510204081632654,0.14705882352941177,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k3_r4,24316,0.04780769964275954,0.02806122448979592,0.1527777777777778,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k2_r1,24746,0.048653122855721646,0.02040816326530612,0.10666666666666667,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k3_r2,24806,0.04877108888543729,0.02806122448979592,0.14864864864864866,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k3_r4,25826,0.05077651139060322,0.03316326530612245,0.1625,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k2_r1,26248,0.05160620579960324,0.02040816326530612,0.10126582278481013,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k3_r4,27474,0.054016645006792874,0.03571428571428571,0.1728395061728395,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k2_r1,27794,0.0546457971652763,0.025510204081632654,0.11494252873563218,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k2_r1,29215,0.05743962596904178,0.030612244897959183,0.13636363636363635,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict,30778,0.06051264104313428,0.04081632653061224,0.18604651162790697,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k5_r1,31231,0.061403284567487386,0.04081632653061224,0.18604651162790697,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k5_r2,31733,0.06239026701610826,0.04081632653061224,0.18604651162790697,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k5_r4,32681,0.06425413028561541,0.04081632653061224,0.18604651162790697,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k3_r4,33699,0.06625562058979083,0.03826530612244898,0.14563106796116504,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k3_r1,35380,0.06956063552232408,0.04336734693877551,0.17,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k2_r1,35876,0.0705358213679734,0.030612244897959183,0.10714285714285714,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing,39443,0.07754890183456838,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical,39443,0.07754890183456838,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k5_r1,39866,0.07838056234406365,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k5_r1,39866,0.07838056234406365,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k3_r2,39879,0.07840612165050205,0.04846938775510204,0.16521739130434782,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k5_r2,40336,0.07930462957683619,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k5_r2,40336,0.07930462957683619,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k5_r4,41247,0.0810957471280187,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k5_r4,41247,0.0810957471280187,0.03316326530612245,0.09923664122137404,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k2_r2,43463,0.08545262582551645,0.03826530612244898,0.11450381679389313,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k3_r1,43832,0.08617811690826765,0.03571428571428571,0.0958904109589041,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k3_r1,43832,0.08617811690826765,0.03571428571428571,0.0958904109589041,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995,44172,0.0868465910766563,0.03826530612244898,0.1079136690647482,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k5_r1,44593,0.08767431938516106,0.03826530612244898,0.1079136690647482,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k2_r2,44868,0.08821499702135775,0.03826530612244898,0.1111111111111111,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k5_r2,45058,0.08858855611545728,0.03826530612244898,0.1079136690647482,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k5_r4,45956,0.09035411436020141,0.03826530612244898,0.1079136690647482,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k2_r2,46320,0.09106977494047631,0.04336734693877551,0.11888111888111888,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k2_r2,47595,0.09357655307193372,0.04846938775510204,0.13194444444444445,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k3_r2,48172,0.09471099305769914,0.04081632653061224,0.09937888198757763,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k3_r2,48172,0.09471099305769914,0.04081632653061224,0.09937888198757763,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k3_r4,48248,0.09486041669533897,0.058673469387755105,0.1597222222222222,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k3_r1,48522,0.0953991282310404,0.04081632653061224,0.1038961038961039,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k2_r1,49742,0.09779777083525848,0.05357142857142857,0.14093959731543623,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k3_r2,52797,0.10380420784827996,0.04591836734693878,0.10650887573964497,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k2_r2,53954,0.1060789861212966,0.04846938775510204,0.11377245508982035,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k3_r4,56320,0.11073077989308346,0.05102040816326531,0.10638297872340426,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k3_r4,56320,0.11073077989308346,0.05102040816326531,0.10638297872340426,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k2_r1,57632,0.1133103037428655,0.04591836734693878,0.09278350515463918,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
