set_id,finger_id,gt_notes,errors,selected_notes,selected_errors,error_recall,precision,scope
bl_rate_q995,R5,134,27,1,1,0.037037037037037035,1.0,assigned_gt
bl_rate_q990,L1,252,45,2,0,0.0,0.0,all_gt
bl_rate_q990,L2,207,25,2,0,0.0,0.0,all_gt
bl_rate_q990,L3,110,20,0,0,0.0,,all_gt
bl_rate_q990,L4,38,13,0,0,0.0,,all_gt
bl_rate_q990,L5,279,72,4,1,0.013888888888888888,0.25,all_gt
bl_rate_q990,R1,252,71,4,0,0.0,0.0,all_gt
bl_rate_q990,R2,193,19,0,0,0.0,,all_gt
bl_rate_q990,R3,160,21,1,1,0.047619047619047616,1.0,all_gt
bl_rate_q990,R4,136,40,1,1,0.025,1.0,all_gt
bl_rate_q990,R5,173,66,3,1,0.015151515151515152,0.3333333333333333,all_gt
bl_rate_q990,L1,217,10,2,0,0.0,0.0,assigned_gt
bl_rate_q990,L2,188,6,2,0,0.0,0.0,assigned_gt
bl_rate_q990,L3,95,5,0,0,0.0,,assigned_gt
bl_rate_q990,L4,30,5,0,0,0.0,,assigned_gt
bl_rate_q990,L5,225,18,4,1,0.05555555555555555,0.25,assigned_gt
bl_rate_q990,R1,190,9,4,0,0.0,0.0,assigned_gt
bl_rate_q990,R2,182,8,0,0,0.0,,assigned_gt
bl_rate_q990,R3,146,7,1,1,0.14285714285714285,1.0,assigned_gt
bl_rate_q990,R4,118,22,1,1,0.045454545454545456,1.0,assigned_gt
bl_rate_q990,R5,134,27,3,1,0.037037037037037035,0.3333333333333333,assigned_gt
bl_rate_q975,L1,252,45,6,0,0.0,0.0,all_gt
bl_rate_q975,L2,207,25,3,0,0.0,0.0,all_gt
bl_rate_q975,L3,110,20,0,0,0.0,,all_gt
bl_rate_q975,L4,38,13,1,1,0.07692307692307693,1.0,all_gt
bl_rate_q975,L5,279,72,8,1,0.013888888888888888,0.125,all_gt
bl_rate_q975,R1,252,71,11,0,0.0,0.0,all_gt
bl_rate_q975,R2,193,19,0,0,0.0,,all_gt
bl_rate_q975,R3,160,21,3,1,0.047619047619047616,0.3333333333333333,all_gt
bl_rate_q975,R4,136,40,3,2,0.05,0.6666666666666666,all_gt
bl_rate_q975,R5,173,66,7,1,0.015151515151515152,0.14285714285714285,all_gt
bl_rate_q975,L1,217,10,6,0,0.0,0.0,assigned_gt
bl_rate_q975,L2,188,6,3,0,0.0,0.0,assigned_gt
bl_rate_q975,L3,95,5,0,0,0.0,,assigned_gt
bl_rate_q975,L4,30,5,1,1,0.2,1.0,assigned_gt
bl_rate_q975,L5,225,18,8,1,0.05555555555555555,0.125,assigned_gt
bl_rate_q975,R1,190,9,11,0,0.0,0.0,assigned_gt
bl_rate_q975,R2,182,8,0,0,0.0,,assigned_gt
bl_rate_q975,R3,146,7,3,1,0.14285714285714285,0.3333333333333333,assigned_gt
bl_rate_q975,R4,118,22,3,2,0.09090909090909091,0.6666666666666666,assigned_gt
bl_rate_q975,R5,134,27,7,1,0.037037037037037035,0.14285714285714285,assigned_gt
bl_hmm_disagreement,L1,252,45,87,7,0.15555555555555556,0.08045977011494253,all_gt
bl_hmm_disagreement,L2,207,25,157,3,0.12,0.01910828025477707,all_gt
bl_hmm_disagreement,L3,110,20,90,4,0.2,0.044444444444444446,all_gt
bl_hmm_disagreement,L4,38,13,30,5,0.38461538461538464,0.16666666666666666,all_gt
bl_hmm_disagreement,L5,279,72,124,17,0.2361111111111111,0.13709677419354838,all_gt
bl_hmm_disagreement,R1,252,71,81,4,0.056338028169014086,0.04938271604938271,all_gt
bl_hmm_disagreement,R2,193,19,121,7,0.3684210526315789,0.05785123966942149,all_gt
bl_hmm_disagreement,R3,160,21,127,5,0.23809523809523808,0.03937007874015748,all_gt
bl_hmm_disagreement,R4,136,40,109,18,0.45,0.1651376146788991,all_gt
bl_hmm_disagreement,R5,173,66,83,25,0.3787878787878788,0.30120481927710846,all_gt
bl_hmm_disagreement,L1,217,10,87,7,0.7,0.08045977011494253,assigned_gt
bl_hmm_disagreement,L2,188,6,157,3,0.5,0.01910828025477707,assigned_gt
bl_hmm_disagreement,L3,95,5,90,4,0.8,0.044444444444444446,assigned_gt
bl_hmm_disagreement,L4,30,5,30,5,1.0,0.16666666666666666,assigned_gt
bl_hmm_disagreement,L5,225,18,124,17,0.9444444444444444,0.13709677419354838,assigned_gt
bl_hmm_disagreement,R1,190,9,81,4,0.4444444444444444,0.04938271604938271,assigned_gt
bl_hmm_disagreement,R2,182,8,121,7,0.875,0.05785123966942149,assigned_gt
bl_hmm_disagreement,R3,146,7,127,5,0.7142857142857143,0.03937007874015748,assigned_gt
bl_hmm_disagreement,R4,118,22,109,18,0.8181818181818182,0.1651376146788991,assigned_gt
bl_hmm_disagreement,R5,134,27,83,25,0.9259259259259259,0.30120481927710846,assigned_gt
bl_practical_or_rate995,L1,252,45,15,0,0.0,0.0,all_gt
bl_practical_or_rate995,L2,207,25,10,0,0.0,0.0,all_gt
bl_practical_or_rate995,L3,110,20,7,0,0.0,0.0,all_gt
bl_practical_or_rate995,L4,38,13,4,0,0.0,0.0,all_gt
bl_practical_or_rate995,L5,279,72,57,6,0.08333333333333333,0.10526315789473684,all_gt
bl_practical_or_rate995,R1,252,71,7,0,0.0,0.0,all_gt
bl_practical_or_rate995,R2,193,19,11,1,0.05263157894736842,0.09090909090909091,all_gt
bl_practical_or_rate995,R3,160,21,4,0,0.0,0.0,all_gt
bl_practical_or_rate995,R4,136,40,10,1,0.025,0.1,all_gt
bl_practical_or_rate995,R5,173,66,14,7,0.10606060606060606,0.5,all_gt
bl_practical_or_rate995,L1,217,10,15,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,L2,188,6,10,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,L3,95,5,7,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,L4,30,5,4,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,L5,225,18,57,6,0.3333333333333333,0.10526315789473684,assigned_gt
bl_practical_or_rate995,R1,190,9,7,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,R2,182,8,11,1,0.125,0.09090909090909091,assigned_gt
bl_practical_or_rate995,R3,146,7,4,0,0.0,0.0,assigned_gt
bl_practical_or_rate995,R4,118,22,10,1,0.045454545454545456,0.1,assigned_gt
bl_practical_or_rate995,R5,134,27,14,7,0.25925925925925924,0.5,assigned_gt
bl_practical_or_crossing,L1,252,45,13,0,0.0,0.0,all_gt
bl_practical_or_crossing,L2,207,25,10,0,0.0,0.0,all_gt
bl_practical_or_crossing,L3,110,20,7,0,0.0,0.0,all_gt
bl_practical_or_crossing,L4,38,13,4,0,0.0,0.0,all_gt
bl_practical_or_crossing,L5,279,72,56,6,0.08333333333333333,0.10714285714285714,all_gt
bl_practical_or_crossing,R1,252,71,4,0,0.0,0.0,all_gt
bl_practical_or_crossing,R2,193,19,11,1,0.05263157894736842,0.09090909090909091,all_gt
bl_practical_or_crossing,R3,160,21,4,0,0.0,0.0,all_gt
bl_practical_or_crossing,R4,136,40,9,0,0.0,0.0,all_gt
bl_practical_or_crossing,R5,173,66,13,6,0.09090909090909091,0.46153846153846156,all_gt
bl_practical_or_crossing,L1,217,10,13,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,L2,188,6,10,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,L3,95,5,7,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,L4,30,5,4,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,L5,225,18,56,6,0.3333333333333333,0.10714285714285714,assigned_gt
bl_practical_or_crossing,R1,190,9,4,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,R2,182,8,11,1,0.125,0.09090909090909091,assigned_gt
bl_practical_or_crossing,R3,146,7,4,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,R4,118,22,9,0,0.0,0.0,assigned_gt
bl_practical_or_crossing,R5,134,27,13,6,0.2222222222222222,0.46153846153846156,assigned_gt
bl_two_signal_strict,L1,252,45,1,0,0.0,0.0,all_gt
bl_two_signal_strict,L2,207,25,9,0,0.0,0.0,all_gt
bl_two_signal_strict,L3,110,20,7,0,0.0,0.0,all_gt
bl_two_signal_strict,L4,38,13,4,0,0.0,0.0,all_gt
bl_two_signal_strict,L5,279,72,28,7,0.09722222222222222,0.25,all_gt
bl_two_signal_strict,R1,252,71,2,0,0.0,0.0,all_gt
bl_two_signal_strict,R2,193,19,7,1,0.05263157894736842,0.14285714285714285,all_gt
bl_two_signal_strict,R3,160,21,5,1,0.047619047619047616,0.2,all_gt
bl_two_signal_strict,R4,136,40,9,0,0.0,0.0,all_gt
bl_two_signal_strict,R5,173,66,14,7,0.10606060606060606,0.5,all_gt
bl_two_signal_strict,L1,217,10,1,0,0.0,0.0,assigned_gt
bl_two_signal_strict,L2,188,6,9,0,0.0,0.0,assigned_gt
bl_two_signal_strict,L3,95,5,7,0,0.0,0.0,assigned_gt
bl_two_signal_strict,L4,30,5,4,0,0.0,0.0,assigned_gt
bl_two_signal_strict,L5,225,18,28,7,0.3888888888888889,0.25,assigned_gt
bl_two_signal_strict,R1,190,9,2,0,0.0,0.0,assigned_gt
bl_two_signal_strict,R2,182,8,7,1,0.125,0.14285714285714285,assigned_gt
bl_two_signal_strict,R3,146,7,5,1,0.14285714285714285,0.2,assigned_gt
bl_two_signal_strict,R4,118,22,9,0,0.0,0.0,assigned_gt
bl_two_signal_strict,R5,134,27,14,7,0.25925925925925924,0.5,assigned_gt
wl_model_agreement,L1,252,45,87,7,0.15555555555555556,0.08045977011494253,all_gt
wl_model_agreement,L2,207,25,157,3,0.12,0.01910828025477707,all_gt
wl_model_agreement,L3,110,20,90,4,0.2,0.044444444444444446,all_gt
wl_model_agreement,L4,38,13,30,5,0.38461538461538464,0.16666666666666666,all_gt
wl_model_agreement,L5,279,72,124,17,0.2361111111111111,0.13709677419354838,all_gt
wl_model_agreement,R1,252,71,81,4,0.056338028169014086,0.04938271604938271,all_gt
wl_model_agreement,R2,193,19,121,7,0.3684210526315789,0.05785123966942149,all_gt
wl_model_agreement,R3,160,21,127,5,0.23809523809523808,0.03937007874015748,all_gt
wl_model_agreement,R4,136,40,109,18,0.45,0.1651376146788991,all_gt
wl_model_agreement,R5,173,66,83,25,0.3787878787878788,0.30120481927710846,all_gt
wl_model_agreement,L1,217,10,87,7,0.7,0.08045977011494253,assigned_gt
wl_model_agreement,L2,188,6,157,3,0.5,0.01910828025477707,assigned_gt
wl_model_agreement,L3,95,5,90,4,0.8,0.044444444444444446,assigned_gt
wl_model_agreement,L4,30,5,30,5,1.0,0.16666666666666666,assigned_gt
wl_model_agreement,L5,225,18,124,17,0.9444444444444444,0.13709677419354838,assigned_gt
wl_model_agreement,R1,190,9,81,4,0.4444444444444444,0.04938271604938271,assigned_gt
wl_model_agreement,R2,182,8,121,7,0.875,0.05785123966942149,assigned_gt
wl_model_agreement,R3,146,7,127,5,0.7142857142857143,0.03937007874015748,assigned_gt
wl_model_agreement,R4,118,22,109,18,0.8181818181818182,0.1651376146788991,assigned_gt
wl_model_agreement,R5,134,27,83,25,0.9259259259259259,0.30120481927710846,assigned_gt
wl_strict_obvious,L1,252,45,150,7,0.15555555555555556,0.04666666666666667,all_gt
wl_strict_obvious,L2,207,25,170,5,0.2,0.029411764705882353,all_gt
wl_strict_obvious,L3,110,20,92,5,0.25,0.05434782608695652,all_gt
wl_strict_obvious,L4,38,13,30,5,0.38461538461538464,0.16666666666666666,all_gt
wl_strict_obvious,L5,279,72,188,17,0.2361111111111111,0.09042553191489362,all_gt
wl_strict_obvious,R1,252,71,114,8,0.11267605633802817,0.07017543859649122,all_gt
wl_strict_obvious,R2,193,19,137,8,0.42105263157894735,0.058394160583941604,all_gt
wl_strict_obvious,R3,160,21,130,7,0.3333333333333333,0.05384615384615385,all_gt
wl_strict_obvious,R4,136,40,113,20,0.5,0.17699115044247787,all_gt
wl_strict_obvious,R5,173,66,115,27,0.4090909090909091,0.23478260869565218,all_gt
wl_strict_obvious,L1,217,10,150,7,0.7,0.04666666666666667,assigned_gt
wl_strict_obvious,L2,188,6,170,5,0.8333333333333334,0.029411764705882353,assigned_gt
wl_strict_obvious,L3,95,5,92,5,1.0,0.05434782608695652,assigned_gt
wl_strict_obvious,L4,30,5,30,5,1.0,0.16666666666666666,assigned_gt
wl_strict_obvious,L5,225,18,188,17,0.9444444444444444,0.09042553191489362,assigned_gt
wl_strict_obvious,R1,190,9,114,8,0.8888888888888888,0.07017543859649122,assigned_gt
wl_strict_obvious,R2,182,8,137,8,1.0,0.058394160583941604,assigned_gt
wl_strict_obvious,R3,146,7,130,7,1.0,0.05384615384615385,assigned_gt
wl_strict_obvious,R4,118,22,113,20,0.9090909090909091,0.17699115044247787,assigned_gt
wl_strict_obvious,R5,134,27,115,27,1.0,0.23478260869565218,assigned_gt
hy_direct_plus_corroborated,L1,252,45,14,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,L2,207,25,10,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,L3,110,20,7,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,L4,38,13,4,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,L5,279,72,57,7,0.09722222222222222,0.12280701754385964,all_gt
hy_direct_plus_corroborated,R1,252,71,6,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,R2,193,19,11,1,0.05263157894736842,0.09090909090909091,all_gt
hy_direct_plus_corroborated,R3,160,21,5,1,0.047619047619047616,0.2,all_gt
hy_direct_plus_corroborated,R4,136,40,9,0,0.0,0.0,all_gt
hy_direct_plus_corroborated,R5,173,66,16,7,0.10606060606060606,0.4375,all_gt
hy_direct_plus_corroborated,L1,217,10,14,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,L2,188,6,10,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,L3,95,5,7,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,L4,30,5,4,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,L5,225,18,57,7,0.3888888888888889,0.12280701754385964,assigned_gt
hy_direct_plus_corroborated,R1,190,9,6,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,R2,182,8,11,1,0.125,0.09090909090909091,assigned_gt
hy_direct_plus_corroborated,R3,146,7,5,1,0.14285714285714285,0.2,assigned_gt
hy_direct_plus_corroborated,R4,118,22,9,0,0.0,0.0,assigned_gt
hy_direct_plus_corroborated,R5,134,27,16,7,0.25925925925925924,0.4375,assigned_gt
hy_two_of_three_families,L1,252,45,5,0,0.0,0.0,all_gt
hy_two_of_three_families,L2,207,25,20,0,0.0,0.0,all_gt
hy_two_of_three_families,L3,110,20,20,0,0.0,0.0,all_gt
hy_two_of_three_families,L4,38,13,8,0,0.0,0.0,all_gt
hy_two_of_three_families,L5,279,72,36,10,0.1388888888888889,0.2777777777777778,all_gt
hy_two_of_three_families,R1,252,71,3,0,0.0,0.0,all_gt
hy_two_of_three_families,R2,193,19,20,1,0.05263157894736842,0.05,all_gt
hy_two_of_three_families,R3,160,21,17,2,0.09523809523809523,0.11764705882352941,all_gt
hy_two_of_three_families,R4,136,40,19,2,0.05,0.10526315789473684,all_gt
hy_two_of_three_families,R5,173,66,21,9,0.13636363636363635,0.42857142857142855,all_gt
hy_two_of_three_families,L1,217,10,5,0,0.0,0.0,assigned_gt
hy_two_of_three_families,L2,188,6,20,0,0.0,0.0,assigned_gt
hy_two_of_three_families,L3,95,5,20,0,0.0,0.0,assigned_gt
hy_two_of_three_families,L4,30,5,8,0,0.0,0.0,assigned_gt
hy_two_of_three_families,L5,225,18,36,10,0.5555555555555556,0.2777777777777778,assigned_gt
hy_two_of_three_families,R1,190,9,3,0,0.0,0.0,assigned_gt
hy_two_of_three_families,R2,182,8,20,1,0.125,0.05,assigned_gt
hy_two_of_three_families,R3,146,7,17,2,0.2857142857142857,0.11764705882352941,assigned_gt
hy_two_of_three_families,R4,118,22,19,2,0.09090909090909091,0.10526315789473684,assigned_gt
hy_two_of_three_families,R5,134,27,21,9,0.3333333333333333,0.42857142857142855,assigned_gt
hy_hierarchical,L1,252,45,18,0,0.0,0.0,all_gt
hy_hierarchical,L2,207,25,21,0,0.0,0.0,all_gt
hy_hierarchical,L3,110,20,20,0,0.0,0.0,all_gt
hy_hierarchical,L4,38,13,8,0,0.0,0.0,all_gt
hy_hierarchical,L5,279,72,65,10,0.1388888888888889,0.15384615384615385,all_gt
hy_hierarchical,R1,252,71,7,0,0.0,0.0,all_gt
